Date,LogRend_SIP500,LogRend_USD/MXN,Precio_SIP500,Precio_USD/MXN
9/25/2018 0:00,-0.001305948,0.006437481,2915.560059,18.9658699
9/26/2018 0:00,-0.0032947,0.000497082,2905.969971,18.97529984
9/27/2018 0:00,0.002759476,-0.006679326,2914,18.84897995
9/28/2018 0:00,-6.87E-06,-0.003314943,2913.97998,18.78660011
10/1/2018 0:00,0.003634492,-0.005989215,2924.590088,18.6744194
10/2/2018 0:00,-0.000396769,0.001791205,2923.429932,18.70789909
10/3/2018 0:00,0.000711267,0.004224609,2925.51001,18.78709984
10/4/2018 0:00,-0.008203035,0.012977553,2901.610107,19.03249931
10/5/2018 0:00,-0.005543315,0.003702608,2885.570068,19.10309982
10/8/2018 0:00,-0.000395195,-0.017847052,2884.429932,18.76519012
10/9/2018 0:00,-0.00141891,0.009449877,2880.340088,18.94335938
10/10/2018 0:00,-0.033416389,0.00254645,2785.679932,18.99165916
10/11/2018 0:00,-0.02078758,0.009021661,2728.370117,19.16377068
10/12/2018 0:00,0.014106235,-0.009848147,2767.129883,18.97596931
10/15/2018 0:00,-0.005922482,-0.005759011,2750.790039,18.86700058
10/16/2018 0:00,0.021267828,-0.002488906,2809.919922,18.82010078
10/17/2018 0:00,-0.000252694,-0.003620252,2809.209961,18.75209045
10/18/2018 0:00,-0.014496491,0.006034952,2768.780029,18.86560059
10/19/2018 0:00,-0.000361235,0.014466274,2767.780029,19.14049911
10/22/2018 0:00,-0.004308797,0.007272151,2755.879883,19.28019905
10/23/2018 0:00,-0.005527076,0.005807776,2740.689941,19.39249992
10/24/2018 0:00,-0.031350774,-0.00535291,2656.100098,19.28897095
10/25/2018 0:00,0.018453718,0.015872121,2705.570068,19.59757042
10/26/2018 0:00,-0.017479138,-0.005926466,2658.689941,19.48176956
10/29/2018 0:00,-0.006581208,-0.005763953,2641.25,19.36980057
10/30/2018 0:00,0.015545323,0.034658616,2682.629883,20.05290031
10/31/2018 0:00,0.010792879,0.000433729,2711.73999,20.06159973
11/1/2018 0:00,0.010502499,0.012556442,2740.370117,20.31509018
11/2/2018 0:00,-0.006336721,-0.007574224,2723.060059,20.16180038
11/5/2018 0:00,0.005584694,-0.007532611,2738.310059,20.01049995
11/6/2018 0:00,0.006239788,-0.007116495,2755.449951,19.86860085
11/7/2018 0:00,0.020987079,-0.008187024,2813.889893,19.70660019
11/8/2018 0:00,-0.002512069,0.007774147,2806.830078,19.86039925
11/9/2018 0:00,-0.009241586,0.015185998,2781.01001,20.16430092
11/12/2018 0:00,-0.019898151,-0.003139174,2726.219971,20.10110092
11/13/2018 0:00,-0.001483019,0.012444864,2722.179932,20.35281944
11/14/2018 0:00,-0.007596189,0.005032328,2701.580078,20.45549965
11/15/2018 0:00,0.010538033,-0.003270928,2730.199951,20.38870049
11/16/2018 0:00,0.002220838,-0.006994482,2736.27002,20.24658966
11/19/2018 0:00,-0.016783161,-0.005283435,2690.72998,20.13990021
11/20/2018 0:00,-0.018317996,0.011257241,2641.889893,20.36790085
11/21/2018 0:00,0.003038669,-2.46E-05,2649.929932,20.36739922
11/23/2018 0:00,-0.00657642,-0.003733461,2632.560059,20.29150009
11/26/2018 0:00,0.015412976,0.005538659,2673.449951,20.4041996
11/27/2018 0:00,0.003256384,0.009244481,2682.169922,20.59370041
