Date,Precio_S&500,LogRend_S&500,Precio_USD/MXN,LogRend_USD/MXN
2018-02-27 00:00:00,2744.280029,-0.012788311,18.82900047,0.008812479
2018-02-28 00:00:00,2713.830078,-0.011157806,18.82509995,-0.000207177
2018-03-01 00:00:00,2677.669922,-0.013413966,18.84296989,0.000948812
2018-03-02 00:00:00,2691.25,0.005058785,18.80830956,-0.001841125
2018-03-05 00:00:00,2720.939941,0.010971618,18.7846508,-0.00125868
2018-03-06 00:00:00,2728.120117,0.002635383,18.84995079,0.003470214
2018-03-07 00:00:00,2726.800049,-0.000483992,18.69829941,-0.008077724
2018-03-08 00:00:00,2738.969971,0.004453148,18.625,-0.003927815
2018-03-09 00:00:00,2786.570068,0.017229547,18.60099983,-0.001289431
2018-03-12 00:00:00,2783.02002,-0.001274797,18.57589912,-0.001350339
2018-03-13 00:00:00,2765.310059,-0.00638391,18.59958076,0.001274046
2018-03-14 00:00:00,2749.47998,-0.00574097,18.57250023,-0.001457037
2018-03-15 00:00:00,2747.330078,-0.000782236,18.68729973,0.00616213
2018-03-16 00:00:00,2752.01001,0.001701998,18.6746006,-0.00067979
2018-03-19 00:00:00,2712.919922,-0.014306041,18.69729996,0.001214782
2018-03-20 00:00:00,2716.939941,0.001480709,18.7439003,0.002489256
2018-03-21 00:00:00,2711.929932,-0.001845692,18.44355011,-0.01615366
2018-03-22 00:00:00,2643.689941,-0.025484887,18.67394066,0.012414282
2018-03-23 00:00:00,2588.26001,-0.021189807,18.51009941,-0.008812507
2018-03-26 00:00:00,2658.550049,0.026795041,18.32773972,-0.009900754
2018-03-27 00:00:00,2612.620117,-0.017427286,18.38051987,0.002875657
2018-03-28 00:00:00,2605,-0.002920919,18.32155037,-0.003213418
2018-03-29 00:00:00,2640.870117,0.013675777,18.16819954,-0.008405195
2018-04-02 00:00:00,2581.879883,-0.022590682,18.22550011,0.00314893
2018-04-03 00:00:00,2614.449951,0.012535961,18.22326088,-0.00012287
2018-04-04 00:00:00,2644.689941,0.011500102,18.22326088,0
2018-04-05 00:00:00,2662.840088,0.006839421,18.09900093,-0.006842109
2018-04-06 00:00:00,2604.469971,-0.022164067,18.21820068,0.006564392
2018-04-09 00:00:00,2613.159912,0.003330995,18.30344009,0.004667894
2018-04-10 00:00:00,2656.870117,0.016588599,18.33119965,0.001515481
2018-04-11 00:00:00,2642.189941,-0.005540686,18.23859978,-0.005064292
2018-04-12 00:00:00,2663.98999,0.008216899,18.1935997,-0.002470348
2018-04-13 00:00:00,2656.300049,-0.0028908,18.1711998,-0.001231955
2018-04-16 00:00:00,2677.840088,0.008076337,18.05303001,-0.006524374
2018-04-17 00:00:00,2706.389893,0.010605072,17.99189949,-0.00339191
2018-04-18 00:00:00,2708.639893,0.00083102,18.02440071,0.001804807
2018-04-19 00:00:00,2693.129883,-0.005742582,18.07584953,0.002850332
2018-04-20 00:00:00,2670.139893,-0.008573177,18.44692993,0.02032119
2018-04-23 00:00:00,2670.290039,5.62301E-05,18.52009964,0.003958652
2018-04-24 00:00:00,2634.560059,-0.013470888,18.92670059,0.021717046
2018-04-25 00:00:00,2639.399902,0.001835374,18.81163025,-0.006098346
2018-04-26 00:00:00,2666.939941,0.010380144,18.8465004,0.001851932
2018-04-27 00:00:00,2669.909912,0.001113005,18.75830078,-0.004690879
2018-04-30 00:00:00,2648.050049,-0.008221193,18.63699913,-0.006487557
2018-05-01 00:00:00,2654.800049,0.002545802,18.69709969,0.003219609
2018-05-02 00:00:00,2635.669922,-0.007231951,18.93549919,0.01267001
2018-05-03 00:00:00,2629.72998,-0.002256218,19.09079933,0.008168084
2018-05-04 00:00:00,2663.419922,0.01272981,19.04590034,-0.002354635
2018-05-07 00:00:00,2672.629883,0.003451981,19.25449944,0.010892897
2018-05-08 00:00:00,2671.919922,-0.000265677,19.42510033,0.008821291
2018-05-09 00:00:00,2697.790039,0.009635648,19.54859924,0.006337573
2018-05-10 00:00:00,2723.070068,0.009327012,19.56719971,0.000951046
2018-05-11 00:00:00,2727.719971,0.001706139,19.23690033,-0.017024353
2018-05-14 00:00:00,2730.129883,0.0008831,19.3423996,0.00546923
2018-05-15 00:00:00,2711.449951,-0.006865655,19.57659912,0.012035374
2018-05-16 00:00:00,2722.459961,0.00405234,19.66939926,0.004729161
2018-05-17 00:00:00,2720.129883,-0.000856239,19.56259918,-0.005444553
2018-05-18 00:00:00,2712.969971,-0.002635665,19.74869919,0.009468087
2018-05-21 00:00:00,2733.01001,0.007359605,19.88985062,0.007121957
2018-05-22 00:00:00,2724.439941,-0.003140689,19.82360077,-0.003336396
2018-05-23 00:00:00,2733.290039,0.003243145,19.76243973,-0.003090033
2018-05-24 00:00:00,2727.76001,-0.002025263,19.63439941,-0.006500053
2018-05-25 00:00:00,2721.330078,-0.002360003,19.56640053,-0.003469264
2018-05-29 00:00:00,2689.860107,-0.011631573,19.58605003,0.001003743
2018-05-30 00:00:00,2724.01001,0.012615875,19.83984947,0.012874935
2018-05-31 00:00:00,2705.27002,-0.006903333,19.77519989,-0.003263893
2018-06-01 00:00:00,2734.620117,0.0107908,19.9034996,0.006466954
2018-06-04 00:00:00,2746.870117,0.004469595,19.94241905,0.001953498
2018-06-05 00:00:00,2748.800049,0.000702346,20.06331062,0.006043731
2018-06-06 00:00:00,2772.350098,0.008530901,20.39389992,0.016343028
2018-06-07 00:00:00,2770.370117,-0.000714444,20.29360008,-0.004930263
2018-06-08 00:00:00,2779.030029,0.003121029,20.41769981,0.006096593
2018-06-11 00:00:00,2782,0.001068137,20.32579994,-0.00451115
2018-06-12 00:00:00,2786.850098,0.001741867,20.56150055,0.01152941
2018-06-13 00:00:00,2775.629883,-0.004034255,20.69219971,0.006336382
2018-06-14 00:00:00,2782.48999,0.002468501,20.65430069,-0.00183324
2018-06-15 00:00:00,2779.659912,-0.00101762,20.83860016,0.00888348
2018-06-18 00:00:00,2773.75,-0.002128391,20.68281937,-0.00750367
2018-06-19 00:00:00,2762.590088,-0.004031518,20.54969978,-0.006457042
2018-06-20 00:00:00,2767.320068,0.00171069,20.51040077,-0.00191422
2018-06-21 00:00:00,2749.76001,-0.006365729,20.35950089,-0.007384435
2018-06-22 00:00:00,2754.879883,0.001860203,20.31030083,-0.00241949
2018-06-25 00:00:00,2717.070068,-0.013819723,20.03050041,-0.013872055
2018-06-26 00:00:00,2723.060059,0.002202151,19.90579987,-0.006244993
2018-06-27 00:00:00,2699.629883,-0.008641586,19.92259026,0.000843137
2018-06-28 00:00:00,2716.310059,0.00615968,20.15475082,0.011585757
2018-06-29 00:00:00,2718.370117,0.000758116,19.72929955,-0.021335216
2018-07-02 00:00:00,2726.709961,0.003063261,19.79430008,0.003289204
2018-07-03 00:00:00,2713.219971,-0.004959629,19.9640007,0.008536665
2018-07-05 00:00:00,2736.610107,0.008583857,19.4239006,-0.027426389
2018-07-06 00:00:00,2759.820068,0.008445518,19.25252914,-0.008861861
2018-07-09 00:00:00,2784.169922,0.008784291,19.06110001,-0.009992827
2018-07-10 00:00:00,2793.840088,0.003467249,19.17770004,0.006098539
2018-07-11 00:00:00,2774.02002,-0.007119486,19.01189995,-0.008683052
2018-07-12 00:00:00,2798.290039,0.008710992,19.05859947,0.002453319
2018-07-13 00:00:00,2801.310059,0.001078656,18.96969032,-0.004675956
2018-07-16 00:00:00,2798.429932,-0.001028665,18.90200996,-0.003574196
2018-07-17 00:00:00,2809.550049,0.003965824,18.83300018,-0.003657604
2018-07-18 00:00:00,2815.620117,0.002158182,18.88479996,0.002746703
2018-07-19 00:00:00,2804.48999,-0.003960827,18.88940048,0.00024358
2018-07-20 00:00:00,2801.830078,-0.000948898,19.03553009,0.007706294
2018-07-23 00:00:00,2806.97998,0.001836362,19.02106094,-0.000760402
2018-07-24 00:00:00,2820.399902,0.004769519,18.90239906,-0.006257987
2018-07-25 00:00:00,2846.070068,0.009060435,18.85470009,-0.002526624
2018-07-26 00:00:00,2837.439941,-0.003036903,18.65519905,-0.010637348
2018-07-27 00:00:00,2818.820068,-0.006583835,18.63240051,-0.001222848
2018-07-30 00:00:00,2802.600098,-0.005770789,18.6067009,-0.001380249
2018-07-31 00:00:00,2816.290039,0.004872837,18.53058052,-0.004099411
2018-08-01 00:00:00,2813.360107,-0.001040893,18.66489029,0.007221866
2018-08-02 00:00:00,2827.219971,0.00491435,18.59009933,-0.004015089
2018-08-03 00:00:00,2840.350098,0.004633432,18.63400078,0.002358766
2018-08-06 00:00:00,2850.399902,0.003531983,18.56864929,-0.003513274
2018-08-07 00:00:00,2858.449951,0.002820202,18.52659035,-0.00226762
2018-08-08 00:00:00,2857.699951,-0.000262414,18.44330025,-0.004505842
2018-08-09 00:00:00,2853.580078,-0.001442715,18.45759964,0.000775016
2018-08-10 00:00:00,2833.280029,-0.007139312,18.7215004,0.014196427
2018-08-13 00:00:00,2821.929932,-0.004014038,19.06769943,0.018323157
2018-08-14 00:00:00,2839.959961,0.00636893,19.13069916,0.003298556
2018-08-15 00:00:00,2818.370117,-0.007631209,18.8798008,-0.013201721
2018-08-16 00:00:00,2840.689941,0.007888215,19.18400002,0.015983989
2018-08-17 00:00:00,2850.129883,0.003317606,19.00749969,-0.009242977
2018-08-20 00:00:00,2857.050049,0.002425075,18.87820053,-0.006825777
2018-08-21 00:00:00,2862.959961,0.0020664,19.00354004,0.006617434
2018-08-22 00:00:00,2861.820068,-0.000398231,18.94376945,-0.003150191
2018-08-23 00:00:00,2856.97998,-0.001692694,18.76734924,-0.009356471
2018-08-24 00:00:00,2874.689941,0.006179706,19.00620079,0.012646666
2018-08-27 00:00:00,2896.73999,0.007641141,18.76759911,-0.012633352
2018-08-28 00:00:00,2897.52002,0.000269242,18.80014992,0.001732913
2018-08-29 00:00:00,2914.040039,0.005685242,19.06595039,0.014039198
2018-08-30 00:00:00,2901.129883,-0.004440172,18.92630005,-0.00735155
2018-08-31 00:00:00,2901.52002,0.000134468,19.09984016,0.009127475
2018-09-04 00:00:00,2896.719971,-0.001655692,19.18460083,0.00442795
2018-09-05 00:00:00,2888.600098,-0.002807063,19.36809921,0.009519425
2018-09-06 00:00:00,2878.050049,-0.003658991,19.33690071,-0.001612118
2018-09-07 00:00:00,2871.679932,-0.002215798,19.23253059,-0.005412077
2018-09-10 00:00:00,2877.129883,0.001896028,19.31389999,0.004221897
2018-09-11 00:00:00,2887.889893,0.003732866,19.26569939,-0.002498763
2018-09-12 00:00:00,2888.919922,0.000356608,19.20182037,-0.003321195
2018-09-13 00:00:00,2904.179932,0.005268352,19.02709961,-0.009140827
2018-09-14 00:00:00,2904.97998,0.000275444,18.83009911,-0.010407652
2018-09-17 00:00:00,2888.800049,-0.005585291,18.875,0.002381689
2018-09-18 00:00:00,2904.310059,0.005354653,18.91954041,0.002356977
2018-09-19 00:00:00,2907.949951,0.001252488,18.78829956,-0.00696096
2018-09-20 00:00:00,2930.75,0.007810014,18.75569916,-0.001736651
2018-09-21 00:00:00,2929.669922,-0.000368601,18.83589935,0.004266928
2018-09-24 00:00:00,2919.370117,-0.003521882,18.84416962,0.000438973
2018-09-25 00:00:00,2915.560059,-0.001305948,18.9658699,0.006437481
2018-09-26 00:00:00,2905.969971,-0.0032947,18.97529984,0.000497082
2018-09-27 00:00:00,2914,0.002759476,18.84897995,-0.006679326
2018-09-28 00:00:00,2913.97998,-6.87014E-06,18.78660011,-0.003314943
2018-10-01 00:00:00,2924.590088,0.003634492,18.6744194,-0.005989215
2018-10-02 00:00:00,2923.429932,-0.000396769,18.70789909,0.001791205
2018-10-03 00:00:00,2925.51001,0.000711267,18.78709984,0.004224609
2018-10-04 00:00:00,2901.610107,-0.008203035,19.03249931,0.012977553
2018-10-05 00:00:00,2885.570068,-0.005543315,19.10309982,0.003702608
2018-10-08 00:00:00,2884.429932,-0.000395195,18.76519012,-0.017847052
2018-10-09 00:00:00,2880.340088,-0.00141891,18.94335938,0.009449877
2018-10-10 00:00:00,2785.679932,-0.033416389,18.99165916,0.00254645
2018-10-11 00:00:00,2728.370117,-0.02078758,19.16377068,0.009021661
2018-10-12 00:00:00,2767.129883,0.014106235,18.97596931,-0.009848147
2018-10-15 00:00:00,2750.790039,-0.005922482,18.86700058,-0.005759011
2018-10-16 00:00:00,2809.919922,0.021267828,18.82010078,-0.002488906
2018-10-17 00:00:00,2809.209961,-0.000252694,18.75209045,-0.003620252
2018-10-18 00:00:00,2768.780029,-0.014496491,18.86560059,0.006034952
2018-10-19 00:00:00,2767.780029,-0.000361235,19.14049911,0.014466274
2018-10-22 00:00:00,2755.879883,-0.004308797,19.28019905,0.007272151
2018-10-23 00:00:00,2740.689941,-0.005527076,19.39249992,0.005807776
2018-10-24 00:00:00,2656.100098,-0.031350774,19.28897095,-0.00535291
2018-10-25 00:00:00,2705.570068,0.018453718,19.59757042,0.015872121
2018-10-26 00:00:00,2658.689941,-0.017479138,19.48176956,-0.005926466
2018-10-29 00:00:00,2641.25,-0.006581208,19.36980057,-0.005763953
2018-10-30 00:00:00,2682.629883,0.015545323,20.05290031,0.034658616
2018-10-31 00:00:00,2711.73999,0.010792879,20.06159973,0.000433729
2018-11-01 00:00:00,2740.370117,0.010502499,20.31509018,0.012556442
2018-11-02 00:00:00,2723.060059,-0.006336721,20.16180038,-0.007574224
2018-11-05 00:00:00,2738.310059,0.005584694,20.01049995,-0.007532611
2018-11-06 00:00:00,2755.449951,0.006239788,19.86860085,-0.007116495
2018-11-07 00:00:00,2813.889893,0.020987079,19.70660019,-0.008187024
2018-11-08 00:00:00,2806.830078,-0.002512069,19.86039925,0.007774147
2018-11-09 00:00:00,2781.01001,-0.009241586,20.16430092,0.015185998
2018-11-12 00:00:00,2726.219971,-0.019898151,20.10110092,-0.003139174
2018-11-13 00:00:00,2722.179932,-0.001483019,20.35281944,0.012444864
2018-11-14 00:00:00,2701.580078,-0.007596189,20.45549965,0.005032328
2018-11-15 00:00:00,2730.199951,0.010538033,20.38870049,-0.003270928
2018-11-16 00:00:00,2736.27002,0.002220838,20.24658966,-0.006994482
2018-11-19 00:00:00,2690.72998,-0.016783161,20.13990021,-0.005283435
2018-11-20 00:00:00,2641.889893,-0.018317996,20.36790085,0.011257241
2018-11-21 00:00:00,2649.929932,0.003038669,20.36739922,-2.46289E-05
2018-11-23 00:00:00,2632.560059,-0.00657642,20.29150009,-0.003733461
2018-11-26 00:00:00,2673.449951,0.015412976,20.4041996,0.005538659
2018-11-27 00:00:00,2682.169922,0.003256384,20.59370041,0.009244481
2018-11-28 00:00:00,2743.790039,0.022714051,20.45540047,-0.006738294
2018-11-29 00:00:00,2737.800049,-0.002185495,20.27359962,-0.008927401
2018-11-30 00:00:00,2760.169922,0.008137548,20.22480011,-0.002409949
2018-12-03 00:00:00,2790.370117,0.010882002,20.16069984,-0.003174422
2018-12-04 00:00:00,2700.060059,-0.032900229,20.33415031,0.008566597
2018-12-06 00:00:00,2695.949951,-0.001523388,20.50819969,0.008523037
2018-12-07 00:00:00,2633.080078,-0.023596335,20.33359909,-0.008550146
2018-12-10 00:00:00,2637.719971,0.001760603,20.27420044,-0.002925482
2018-12-11 00:00:00,2636.780029,-0.00035641,20.31509972,0.002015274
2018-12-12 00:00:00,2651.070068,0.005404871,20.17931938,-0.006706151
2018-12-13 00:00:00,2650.540039,-0.00019995,20.05190086,-0.006334332
2018-12-14 00:00:00,2599.949951,-0.019271212,20.27269936,0.010951166
2018-12-17 00:00:00,2545.939941,-0.020992285,20.14010048,-0.006562245
2018-12-18 00:00:00,2546.159912,8.63969E-05,20.06970024,-0.003501649
2018-12-19 00:00:00,2506.959961,-0.015515459,20.05624008,-0.000670896
2018-12-20 00:00:00,2467.419922,-0.015897809,20.08519936,0.001442862
2018-12-21 00:00:00,2416.620117,-0.02080312,19.86815071,-0.010865211
2018-12-24 00:00:00,2351.100098,-0.027486573,19.92077065,0.002644956
2018-12-26 00:00:00,2467.699951,0.048403178,19.95772934,0.001853565
2018-12-27 00:00:00,2488.830078,0.008526229,19.8932991,-0.003233557
2018-12-28 00:00:00,2485.73999,-0.001242354,19.68239975,-0.010658124
2018-12-31 00:00:00,2506.850098,0.008456626,19.64537048,-0.001883111
2019-01-02 00:00:00,2510.030029,0.001267693,19.62829971,-0.000869324
2019-01-03 00:00:00,2447.889893,-0.025068332,19.60770035,-0.001050024
2019-01-04 00:00:00,2531.939941,0.033759399,19.60449982,-0.000163242
2019-01-07 00:00:00,2549.689941,0.006985976,19.38190079,-0.011419441
2019-01-08 00:00:00,2574.409912,0.009648587,19.36462021,-0.000891981
2019-01-09 00:00:00,2584.959961,0.004089671,19.32789993,-0.001898056
2019-01-10 00:00:00,2596.639893,0.004508241,19.20590019,-0.006332111
2019-01-11 00:00:00,2596.26001,-0.000146309,19.13075066,-0.003920511
2019-01-14 00:00:00,2582.610107,-0.005271395,19.13890076,0.00042593
2019-01-15 00:00:00,2610.300049,0.010664619,18.97360039,-0.008674393
2019-01-16 00:00:00,2616.100098,0.002219521,18.97151947,-0.00010968
2019-01-17 00:00:00,2635.959961,0.007562731,18.8810997,-0.004777473
2019-01-18 00:00:00,2670.709961,0.013096913,18.99539948,0.006035411
2019-01-22 00:00:00,2632.899902,-0.014258477,19.14719963,0.007959655
2019-01-23 00:00:00,2638.699951,0.00220049,19.15239906,0.000271514
2019-01-24 00:00:00,2642.330078,0.00137478,19.02249908,-0.006805544
2019-01-25 00:00:00,2664.76001,0.008452868,19.01329994,-0.00048371
2019-01-28 00:00:00,2643.850098,-0.007877776,18.98884964,-0.001286785
2019-01-29 00:00:00,2640,-0.001457308,19.03754997,0.002561397
2019-01-30 00:00:00,2681.050049,0.01542961,19.09086037,0.002796363
2019-01-31 00:00:00,2704.100098,0.008560649,19.10527992,0.000755027
2019-02-01 00:00:00,2706.530029,0.000898207,19.09309959,-0.000637741
2019-02-04 00:00:00,2724.870117,0.006753381,19.08699989,-0.000319523
2019-02-05 00:00:00,2737.699951,0.00469737,19.0951004,0.000424309
2019-02-06 00:00:00,2731.610107,-0.002226916,19.02440071,-0.003709376
2019-02-07 00:00:00,2706.050049,-0.009401193,19.10919952,0.004447466
2019-02-08 00:00:00,2707.879883,0.000675973,19.0741806,-0.00183425
2019-02-11 00:00:00,2709.800049,0.000708852,19.07237053,-9.4901E-05
2019-02-12 00:00:00,2744.72998,0.012807853,19.28840065,0.011263194
2019-02-13 00:00:00,2753.030029,0.003019432,19.24270058,-0.002372115
2019-02-14 00:00:00,2745.72998,-0.002655163,19.41379929,0.008852319
2019-02-15 00:00:00,2775.600098,0.010820005,19.25845909,-0.008033719
2019-02-19 00:00:00,2779.76001,0.001497621,19.2432003,-0.00079263
2019-02-20 00:00:00,2784.699951,0.001775534,19.14109993,-0.005319915
2019-02-21 00:00:00,2774.879883,-0.003532669,19.21817017,0.004018342
2019-02-22 00:00:00,2792.669922,0.006390639,19.27420044,0.002911243
2019-02-25 00:00:00,2796.110107,0.001231104,19.12859917,-0.007582883
2019-02-26 00:00:00,2793.899902,-0.00079077,19.12100029,-0.000397331
2019-02-27 00:00:00,2792.379883,-0.000544197,19.18501091,0.00334207
2019-02-28 00:00:00,2784.48999,-0.002829508,19.16448975,-0.001070218
2019-03-01 00:00:00,2803.689941,0.006871657,19.26269913,0.005111464
2019-03-04 00:00:00,2792.810059,-0.003888107,19.26519966,0.000129804
2019-03-05 00:00:00,2789.649902,-0.001132173,19.29342079,0.001463804
2019-03-06 00:00:00,2771.449951,-0.006545474,19.25740051,-0.001868717
2019-03-07 00:00:00,2748.929932,-0.008158911,19.3491993,0.004755609
2019-03-08 00:00:00,2743.070068,-0.002133964,19.55279922,0.010467421
2019-03-11 00:00:00,2783.300049,0.014559536,19.48320007,-0.0035659
2019-03-12 00:00:00,2791.52002,0.002948966,19.39126968,-0.004729611
2019-03-13 00:00:00,2810.919922,0.006925547,19.33040047,-0.003143938
2019-03-14 00:00:00,2808.47998,-0.000868399,19.29005051,-0.002089565
2019-03-15 00:00:00,2822.47998,0.004972519,19.29859924,0.00044307
2019-03-18 00:00:00,2832.939941,0.003699097,19.20339966,-0.004945186
2019-03-19 00:00:00,2832.570068,-0.00013057,19.05637932,-0.007685411
2019-03-20 00:00:00,2824.22998,-0.002948697,18.99449921,-0.003252496
2019-03-21 00:00:00,2854.879883,0.010794015,18.79899979,-0.010345756
2019-03-22 00:00:00,2800.709961,-0.019156827,18.85000038,0.002709269
2019-03-25 00:00:00,2798.360107,-0.000839373,19.11664963,0.014046729
2019-03-26 00:00:00,2818.459961,0.007157053,19.0156002,-0.005299958
2019-03-27 00:00:00,2805.370117,-0.004655143,19.08810043,0.003805421
2019-03-28 00:00:00,2815.439941,0.003583055,19.36384964,0.01434278
2019-03-29 00:00:00,2834.399902,0.006711706,19.34530067,-0.000958376
2019-04-01 00:00:00,2867.189941,0.011502196,19.32939911,-0.000822324
2019-04-02 00:00:00,2867.23999,1.74556E-05,19.15929985,-0.008838977
2019-04-03 00:00:00,2873.399902,0.002146072,19.21610069,0.002960276
2019-04-04 00:00:00,2879.389893,0.002082465,19.21767044,8.16859E-05
2019-04-05 00:00:00,2892.73999,0.004625718,19.14679909,-0.003694639
2019-04-08 00:00:00,2895.77002,0.001046912,19.06130028,-0.004475436
2019-04-09 00:00:00,2878.199951,-0.006085976,18.98390007,-0.004068861
2019-04-10 00:00:00,2888.209961,0.003471838,18.91382027,-0.003698369
2019-04-11 00:00:00,2888.320068,3.81223E-05,18.8064003,-0.005695633
2019-04-12 00:00:00,2907.409912,0.006587578,18.81690025,0.000558162
2019-04-15 00:00:00,2905.580078,-0.000629567,18.7575798,-0.003157489
2019-04-16 00:00:00,2907.060059,0.000509228,18.85930061,0.005408267
2019-04-17 00:00:00,2900.449951,-0.002276401,18.86580086,0.000344611
2019-04-18 00:00:00,2905.030029,0.001577847,18.80200005,-0.003387555
2019-04-22 00:00:00,2907.969971,0.001011506,18.7677002,-0.001825932
2019-04-23 00:00:00,2933.679932,0.008802351,18.8260994,0.003106855
2019-04-24 00:00:00,2927.25,-0.002194169,18.90340042,0.00409765
2019-04-25 00:00:00,2926.169922,-0.000369042,19.06830025,0.008685461
2019-04-26 00:00:00,2939.879883,0.00467435,19.02268028,-0.002395317
2019-04-29 00:00:00,2943.030029,0.001070949,18.92860031,-0.004957944
2019-04-30 00:00:00,2945.830078,0.000950965,18.99839973,0.003680729
2019-05-01 00:00:00,2923.72998,-0.007530446,18.93815041,-0.003176324
2019-05-02 00:00:00,2917.52002,-0.002126245,18.98270035,0.002349629
2019-05-03 00:00:00,2945.639893,0.009592127,19.11319923,0.006851099
2019-05-06 00:00:00,2932.469971,-0.004481013,19.05789948,-0.00289747
2019-05-07 00:00:00,2884.050049,-0.016649488,18.99259949,-0.003432284
2019-05-08 00:00:00,2879.419922,-0.001606715,19.03993988,0.002489469
2019-05-09 00:00:00,2870.719971,-0.003025999,19.07069969,0.001614238
2019-05-10 00:00:00,2881.399902,0.003713394,19.22551918,0.008085411
2019-05-13 00:00:00,2811.870117,-0.024426469,19.12290001,-0.00535195
2019-05-14 00:00:00,2834.409912,0.007983988,19.20669937,0.004372574
2019-05-15 00:00:00,2850.959961,0.005821994,19.14340019,-0.003301125
2019-05-16 00:00:00,2876.320068,0.008855957,19.06080055,-0.00432412
2019-05-17 00:00:00,2859.530029,-0.005854437,19.0991993,0.002012513
2019-05-20 00:00:00,2840.22998,-0.006772258,19.13059998,0.001642734
2019-05-21 00:00:00,2864.360107,0.008459949,19.04630089,-0.004416242
2019-05-23 00:00:00,2822.23999,-0.014814085,18.98279953,-0.003339622
2019-05-24 00:00:00,2826.060059,0.001352644,19.03079987,0.002525431
2019-05-28 00:00:00,2802.389893,-0.00841095,19.0529995,0.001165831
2019-05-29 00:00:00,2783.02002,-0.00693591,19.18321037,0.006810894
2019-05-30 00:00:00,2788.860107,0.002096273,19.13548088,-0.002491187
2019-05-31 00:00:00,2752.060059,-0.013283205,19.52503967,0.020153478
2019-06-03 00:00:00,2744.449951,-0.002769071,19.6147995,0.00458663
2019-06-04 00:00:00,2803.27002,0.021205927,19.80331039,0.009564758
2019-06-05 00:00:00,2826.149902,0.008128727,19.56685066,-0.012012274
2019-06-06 00:00:00,2843.48999,0.006116841,19.74924088,0.009278212
2019-06-07 00:00:00,2873.340088,0.010442979,19.67428017,-0.003802846
2019-06-10 00:00:00,2886.72998,0.00464922,19.27910042,-0.020290578
2019-06-11 00:00:00,2885.719971,-0.000349941,19.20443916,-0.003880171
2019-06-12 00:00:00,2879.840088,-0.002039658,19.10610008,-0.005133799
2019-06-13 00:00:00,2891.639893,0.004089011,19.15979958,0.002806652
2019-06-14 00:00:00,2886.97998,-0.001612812,19.18110085,0.001111151
2019-06-17 00:00:00,2889.669922,0.000931315,19.13139915,-0.002594543
2019-06-18 00:00:00,2917.75,0.00967049,19.16620064,0.001817424
2019-06-19 00:00:00,2926.459961,0.002980717,19.12284088,-0.002264866
